1764.5 51.5 1.429 0.008 0.023 0.0
1180. 31.  1.371 0.008 0.024 0.0
786. 20. 1.393 0.009 0.027 0.0
512. 15. 1.344 0.008 0.024 0.0
318. 12. 1.343 0.009 0.021 0.0
183. 8. 1.256 0.010 0.027 0.0
96.3 5.8 1.248 0.011 0.029 0.0
44.9 3.4 1.171 0.014 0.029 0.0
