1053. 25. 1.3413 0.0329 0.0365 0.0
592. 14. 1.3542 0.0151 0.0394 0.0
210. 5.3 1.3540 0.0188 0.0404 0.0
91.35 2.5 1.2216 0.0199 0.0643 0.0
22.65 1.1 1.1318 0.0391 0.0829 0.0
