1053.0 25.0 1.3411 0.0224 0.0436 0.0000
592.0 14.0 1.3516 0.0151 0.0489 0.0000
210.0 5.3 1.3223 0.0143 0.0428 0.0000
36.7 1.4 1.2080 0.0217 0.0495 0.0000
