 0.0  5.0  1339.5805
 5.0 10.0  1086.0235
10.0 20.0  815.46618
20.0 30.0  549.78373
30.0 40.0  360.76911
40.0 50.0  226.01047
50.0 60.0  131.56088
60.0 70.0  68.428422
70.0 80.0  30.008508
