 0.0  5.0  0.94027302
 5.0 10.0  0.93816967
10.0 20.0  0.93296225
20.0 30.0  0.91898298
30.0 40.0  0.89602660
40.0 50.0  0.86460281
50.0 60.0  0.82578055
60.0 70.0  0.78194121
70.0 80.0  0.74197948
