 0.0  5.0  214.54679
 5.0 10.0  174.96547
10.0 20.0  132.37058
20.0 30.0  90.092024
30.0 40.0  59.650037
40.0 50.0  37.704659
50.0 60.0  22.163987
60.0 70.0  11.653510
70.0 80.0  5.1774580
