 0.0  5.0  8.9960884e-09
 5.0 10.0  3.4693510e-08
10.0 20.0  1.6711233e-07
20.0 30.0  5.6308331e-07
30.0 40.0  1.1345337e-06
40.0 50.0  1.6832690e-06
50.0 60.0  1.6448419e-06
60.0 70.0  8.4168195e-07
