 0.0  2.5  2032.1342
 2.5  5.0  1813.7972
 5.0  7.5  1639.0720
 7.5 10.0  1484.9231
10.0 20.0  1172.7819
20.0 30.0  791.65187
30.0 40.0  521.30464
40.0 50.0  326.66069
50.0 60.0  189.62376
60.0 70.0  98.833001
70.0 80.0  43.757199
