 0.0  5.0  91.355994
 5.0 10.0  75.246338
10.0 20.0  57.542270
20.0 30.0  39.831270
30.0 40.0  26.934634
40.0 50.0  17.388007
50.0 60.0  10.444431
60.0 70.0  5.6705193
70.0 80.0  2.6382513
