 0.0  5.0  0.60392286
 5.0 10.0  0.60419714
10.0 20.0  0.60313959
20.0 30.0  0.59703123
30.0 40.0  0.58555415
40.0 50.0  0.56877945
50.0 60.0  0.54686665
60.0 70.0  0.52226361
70.0 80.0  0.49854586
