 0.0  5.0  1.5938597
 5.0 10.0  1.5819624
10.0 20.0  1.5624070
20.0 30.0  1.5236680
30.0 40.0  1.4706033
40.0 50.0  1.4022191
50.0 60.0  1.3187647
60.0 70.0  1.2261229
70.0 80.0  1.1334159
