 0.0  5.0  1.2118165e-08
 5.0 10.0  -1.9430906e-08
10.0 20.0  -1.6625661e-07
20.0 30.0  -5.6957795e-07
30.0 40.0  -1.1109148e-06
40.0 50.0  -1.6155771e-06
50.0 60.0  -1.6278935e-06
60.0 70.0  -8.3009360e-07
